Date,Station.Code,Time,WeatherCode,Tide,YSI..,WaterTemperature,SecchiDiskDepth,EC,SpCnd,pH,DO,Turbidity,StartTime,StopTime,SetTime,DriftStartMeter,DriftEndMeter,FlowMeterSpeed,ConditionCode,Count,Category,Phylum,Class,Order,Family,Species,PhysicalDataID,OrganismID,InvertDataID,InvertCatchID,Distance,Volume,CPUE,Year,Month
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Terrestrial Non-Insects,Arthropoda,Arachnida,Araneida,,,94,58,108,679,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Aquatic Non-Insects,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,,94,77,108,668,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,4,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Tubificidae,,94,5,108,650,1279.989143,2.23E-05,179176.083,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,8,Aquatic Non-Insects,Arthropoda,Crustacea,Ostracoda,Cypridae,,94,14,108,654,1279.989143,2.23E-05,358352.166,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Terrestrial Non-Insects,Arthropoda,Malacostraca,Isopoda,,,94,61,108,672,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Terrestrial Non-Insects,Arthropoda,Arachnida,Phalangida,,,94,75,108,680,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,94,11,108,657,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,60,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,,94,4,108,649,1279.989143,2.23E-05,2687641.245,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,4,Terrestrial Non-Insects,Arthropoda,Arachnida,Acari,,,94,57,108,678,1279.989143,2.23E-05,179176.083,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,2,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Enchytraeidae,,94,2,108,651,1279.989143,2.23E-05,89588.0415,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,7,Aquatic Insects,Anthropoda,Insecta,Ephemeroptera,Caenidae,,94,40,108,659,1279.989143,2.23E-05,313558.1453,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,3,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,,94,10,108,656,1279.989143,2.23E-05,134382.0623,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Glossoscolecidae,,94,90,108,652,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Lepidoptera,,,94,73,108,674,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,2,Aquatic Insects,Anthropoda,Insecta,Odonata,Aeshnidae,,94,92,108,662,1279.989143,2.23E-05,89588.0415,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Aquatic Non-Insects,Mollusca,Bivalvia,Veneroida,Corbiculidae,,94,19,108,670,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Terrestrial Non-Insects,Arthropoda,Chilopoda,Geophilomorpha,,,94,59,108,671,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,11,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Corophiidae,,94,9,108,655,1279.989143,2.23E-05,492734.2283,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,3,Aquatic Insects,Anthropoda,Insecta,Diptera,Ceratopogonidae,,94,32,108,664,1279.989143,2.23E-05,134382.0623,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,14,Terrestrial Non-Insects,Arthropoda,Entognatha,Collembola,,,94,68,108,673,1279.989143,2.23E-05,627116.2905,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Ephemeroptera,Ephemerellidae,,94,42,108,660,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,19,Terrestrial Insects,Arthropoda,Insecta,Hymenoptera,,,94,66,108,677,1279.989143,2.23E-05,851086.3943,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Plecoptera,Capniidae,,94,93,108,663,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Aquatic Non-Insects,Annelida,Hirudinea,Arhynchobdellida,Erpobdellidae,,94,91,108,653,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Aquatic Non-Insects,Nematoda,Adenophorea,Dorylaimida,Dorylaimidae,,94,23,108,648,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Aquatic Non-Insects,Arthropoda,Arachnida,Hydrachnida,Unionicolidae,,94,94,108,669,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,5,Aquatic Insects,Anthropoda,Insecta,Ephemeroptera,Baetidae,,94,41,108,658,1279.989143,2.23E-05,223970.1038,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Diptera,,,94,64,108,676,1279.989143,2.23E-05,44794.02075,1998,2
2/4/98,SHR,10:30,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30,11:00,30,294066,341697,Regular,NA,3,Aquatic Insects,Anthropoda,Insecta,Odonata,Coenagrionidae,,94,46,108,661,1279.989143,2.23E-05,134382.0623,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,56,Terrestrial Insects,Arthropoda,Insecta,Coleoptera,,,106,63,120,819,1138.502657,2.51E-05,2231186.308,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,1,Aquatic Insects,Anthropoda,Insecta,Diptera,Muscidae,,106,96,120,814,1138.502657,2.51E-05,39842.61265,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,2,Terrestrial Insects,Arthropoda,Insecta,Homoptera,,,106,65,120,817,1138.502657,2.51E-05,79685.2253,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,1,Terrestrial Non-Insects,Arthropoda,Chilopoda,Geophilomorpha,,,106,59,120,815,1138.502657,2.51E-05,39842.61265,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,4,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Dytiscidae,,106,30,120,811,1138.502657,2.51E-05,159370.4506,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,369,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,106,34,120,812,1138.502657,2.51E-05,14701924.07,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,1,Terrestrial Insects,Arthropoda,Insecta,Hemiptera,,,106,71,120,818,1138.502657,2.51E-05,39842.61265,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,2,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,,106,44,120,810,1138.502657,2.51E-05,79685.2253,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,2,Aquatic Insects,Anthropoda,Insecta,Plecoptera,Capniidae,,106,93,120,809,1138.502657,2.51E-05,79685.2253,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,2,Aquatic Non-Insects,Arthropoda,Crustacea,Ostracoda,Cypridae,,106,14,120,808,1138.502657,2.51E-05,79685.2253,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,1,Terrestrial Insects,Arthropoda,Insecta,Diptera,,,106,64,120,820,1138.502657,2.51E-05,39842.61265,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,4,Terrestrial Non-Insects,Arthropoda,Arachnida,Araneida,,,106,58,120,822,1138.502657,2.51E-05,159370.4506,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,6,Terrestrial Non-Insects,Arthropoda,Entognatha,Collembola,,,106,68,120,816,1138.502657,2.51E-05,239055.6759,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,2,Terrestrial Insects,Arthropoda,Insecta,Hymenoptera,,,106,66,120,821,1138.502657,2.51E-05,79685.2253,1998,2
2/4/98,STTD,11:21,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:21,11:51,30,327408,369774,Regular,1,6,Aquatic Insects,Anthropoda,Insecta,Diptera,Ephydridae,,106,36,120,813,1138.502657,2.51E-05,239055.6759,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,1,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,,95,4,109,682,1515.746208,1.89E-05,53044.48671,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,1,Terrestrial Non-Insects,Arthropoda,Chilopoda,Geophilomorpha,,,95,59,109,693,1515.746208,1.89E-05,53044.48671,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Ephemeroptera,Baetidae,,95,41,109,686,1515.746208,1.89E-05,53044.48671,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Diptera,Chaoboridae,,95,33,109,691,1515.746208,1.89E-05,53044.48671,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Hymenoptera,,,95,66,109,695,1515.746208,1.89E-05,53044.48671,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Ephemeroptera,Caenidae,,95,40,109,687,1515.746208,1.89E-05,53044.48671,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,19,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,95,34,109,692,1515.746208,1.89E-05,1007845.247,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,8,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Corophiidae,,95,9,109,685,1515.746208,1.89E-05,424355.8937,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,2,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Enchytraeidae,,95,2,109,684,1515.746208,1.89E-05,106088.9734,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,1,Aquatic Insects,Anthropoda,Insecta,Diptera,Ceratopogonidae,,95,32,109,690,1515.746208,1.89E-05,53044.48671,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,3,Aquatic Insects,Anthropoda,Insecta,Odonata,Coenagrionidae,,95,46,109,688,1515.746208,1.89E-05,159133.4601,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Lepidoptera,,,95,73,109,694,1515.746208,1.89E-05,53044.48671,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,1,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Tubificidae,,95,5,109,683,1515.746208,1.89E-05,53044.48671,1998,2
2/11/98,SHR,9:22,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,9:22,9:52,30,723906,780310,Regular,NA,3,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,,95,44,109,689,1515.746208,1.89E-05,159133.4601,1998,2
2/11/98,STTD,10:23,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:23,10:53,30,780309,824402,Regular,NA,9,Terrestrial Insects,Arthropoda,Insecta,Coleoptera,,,107,63,121,835,1184.912374,2.41E-05,373200.7477,1998,2
2/11/98,STTD,10:23,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:23,10:53,30,780309,824402,Regular,NA,11,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,,107,44,121,826,1184.912374,2.41E-05,456134.2472,1998,2
2/11/98,STTD,10:23,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:23,10:53,30,780309,824402,Regular,NA,272,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,,107,34,121,829,1184.912374,2.41E-05,11278955.93,1998,2
2/11/98,STTD,10:23,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:23,10:53,30,780309,824402,Regular,NA,7,Aquatic Insects,Anthropoda,Insecta,Plecoptera,Capniidae,,107,93,121,825,1184.912374,2.41E-05,290267.2482,1998,2
2/11/98,STTD,10:23,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:23,10:53,30,780309,824402,Regular,NA,2,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Enchytraeidae,,107,2,121,823,1184.912374,2.41E-05,82933.49949,1998,2
2/11/98,STTD,10:23,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:23,10:53,30,780309,824402,Regular,NA,1,Terrestrial Insects,Arthropoda,Insecta,Lepidoptera,,,107,73,121,834,1184.912374,2.41E-05,41466.74974,1998,2
2/11/98,STTD,10:23,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:23,10:53,30,780309,824402,Regular,NA,7,Aquatic Non-Insects,Mollusca,Gastropoda,Basommatophora,Physidae,,107,20,121,832,1184.912374,2.41E-05,290267.2482,1998,2
2/11/98,STTD,10:23,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:23,10:53,30,780309,824402,Regular,NA,2,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Hydrophilidae,,107,81,121,828,1184.912374,2.41E-05,82933.49949,1998,2
2/11/98,STTD,10:23,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:23,10:53,30,780309,824402,Regular,NA,1,Terrestrial Non-Insects,Arthropoda,Arachnida,Araneida,,,107,58,121,836,1184.912374,2.41E-05,41466.74974,1998,2
2/11/98,STTD,10:23,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:23,10:53,30,780309,824402,Regular,NA,4,Terrestrial Insects,Arthropoda,Insecta,Homoptera,,,107,65,121,833,1184.912374,2.41E-05,165866.999,1998,2
2/11/98,STTD,10:23,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:23,10:53,30,780309,824402,Regular,NA,6,Aquatic Non-Insects,Arthropoda,Crustacea,Ostracoda,Cypridae,,107,14,121,824,1184.912374,2.41E-05,248800.4985,1998,2
