date,month,station_code,weather_code,tide,wy,water_temperature,secchi,conductivity,sp_cnd,p_h,do,turbidity,mesh_size,organism_id,taxon_name,taxon_rank,life_stage,count,cpue,cpue_ed,common_name,classification,organism
2013-02-27,2,SHR,CLD,NA,2013,9.9,1.23,108,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,3,1.983,1.983,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-02-27,2,SHR,CLD,NA,2013,9.9,1.23,108,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,41,27.1,27.099,Chydorus sp.,Cladocera,Chydorus
2013-02-27,2,SHR,CLD,NA,2013,9.9,1.23,108,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,1,0.661,0.661,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-02-27,2,SHR,CLD,NA,2013,9.9,1.23,108,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,10,6.61,6.61,Daphnia,Cladocera,Daphnia
2013-02-27,2,STTD,CLD,NA,2013,10.7,0.23,764,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,1,3.841,3.841,Alona sp.,Cladocera,Alona
2013-02-27,2,STTD,CLD,NA,2013,10.7,0.23,764,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,12,46.09,46.089,Bosmina longirostris,Cladocera,Bosmina
2013-02-27,2,STTD,CLD,NA,2013,10.7,0.23,764,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,4,15.363,15.363,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-02-27,2,STTD,CLD,NA,2013,10.7,0.23,764,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,70,268.856,268.851,Chydorus sp.,Cladocera,Chydorus
2013-02-27,2,STTD,CLD,NA,2013,10.7,0.23,764,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,1,16.003,16.003,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-02-27,2,STTD,CLD,NA,2013,10.7,0.23,764,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,22,84.498,84.496,Daphnia,Cladocera,Daphnia
2013-03-06,3,SHR,CLD,NA,2013,12.5,1.1,118,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,7,9.617,9.617,Alona sp.,Cladocera,Alona
2013-03-06,3,SHR,CLD,NA,2013,12.5,1.1,118,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,8,10.991,10.991,Bosmina longirostris,Cladocera,Bosmina
2013-03-06,3,SHR,CLD,NA,2013,12.5,1.1,118,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,2,2.748,2.748,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-03-06,3,SHR,CLD,NA,2013,12.5,1.1,118,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,101,138.767,138.766,Chydorus sp.,Cladocera,Chydorus
2013-03-06,3,SHR,CLD,NA,2013,12.5,1.1,118,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,7,9.617,9.617,Daphnia,Cladocera,Daphnia
2013-03-06,3,STTD,CLD,NA,2013,13.8,0.24,815,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,22,188.684,188.835,Bosmina longirostris,Cladocera,Bosmina
2013-03-06,3,STTD,CLD,NA,2013,13.8,0.24,815,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,7,60.036,60.084,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-03-06,3,STTD,CLD,NA,2013,13.8,0.24,815,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,104,891.958,892.676,Chydorus sp.,Cladocera,Chydorus
2013-03-06,3,STTD,CLD,NA,2013,13.8,0.24,815,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,15,21.458,21.459,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-03-06,3,STTD,CLD,NA,2013,13.8,0.24,815,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,53,454.556,454.921,Daphnia,Cladocera,Daphnia
2013-03-13,3,SHR,CLD,NA,2013,13.2,0.79,119,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,153,4778.646,4770.945,Bosmina longirostris,Cladocera,Bosmina
2013-03-13,3,SHR,CLD,NA,2013,13.2,0.79,119,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,2,62.466,62.365,Chydorus sp.,Cladocera,Chydorus
2013-03-13,3,SHR,CLD,NA,2013,13.2,0.79,119,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,1,31.233,31.183,Daphnia,Cladocera,Daphnia
2013-03-13,3,STTD,CLR,NA,2013,15.2,0.27,739,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,8,85.226,85.09,Alona sp.,Cladocera,Alona
2013-03-13,3,STTD,CLR,NA,2013,15.2,0.27,739,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,24,255.677,255.271,Bosmina longirostris,Cladocera,Bosmina
2013-03-13,3,STTD,CLR,NA,2013,15.2,0.27,739,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,4,42.613,42.545,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-03-13,3,STTD,CLR,NA,2013,15.2,0.27,739,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,169,1800.394,1797.536,Chydorus sp.,Cladocera,Chydorus
2013-03-13,3,STTD,CLR,NA,2013,15.2,0.27,739,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,2,21.306,21.273,Daphnia,Cladocera,Daphnia
2013-03-20,3,SHR,CLD,NA,2013,14,1.17,115,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,14,55.799,55.799,Alona sp.,Cladocera,Alona
2013-03-20,3,SHR,CLD,NA,2013,14,1.17,115,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,60,239.139,239.137,Bosmina longirostris,Cladocera,Bosmina
2013-03-20,3,SHR,CLD,NA,2013,14,1.17,115,NA,NA,NA,NA,150_micron,39,Camptocercus sp.,Genus,NA,1,3.986,3.986,Camptocercus sp.,Cladocera,Camptocercus
2013-03-20,3,SHR,CLD,NA,2013,14,1.17,115,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,2,7.971,7.971,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-03-20,3,SHR,CLD,NA,2013,14,1.17,115,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,44,175.369,175.367,Chydorus sp.,Cladocera,Chydorus
2013-03-20,3,SHR,CLD,NA,2013,14,1.17,115,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,1,3.986,3.986,Daphnia,Cladocera,Daphnia
2013-03-20,3,SHR,CLD,NA,2013,14,1.17,115,NA,NA,NA,NA,150_micron,44,Ilyocryptus sp.,Genus,NA,2,7.971,7.971,Ilyocryptus sp.,Cladocera,Ilyocryptus
2013-03-20,3,STTD,CLD,NA,2013,16.8,0.33,792,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,1,10.376,10.376,Alona sp.,Cladocera,Alona
2013-03-20,3,STTD,CLD,NA,2013,16.8,0.33,792,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,60,622.552,622.556,Bosmina longirostris,Cladocera,Bosmina
2013-03-20,3,STTD,CLD,NA,2013,16.8,0.33,792,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,10,103.759,103.759,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-03-20,3,STTD,CLD,NA,2013,16.8,0.33,792,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,91,944.204,944.21,Chydorus sp.,Cladocera,Chydorus
2013-03-20,3,STTD,CLD,NA,2013,16.8,0.33,792,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,9,93.383,93.383,Daphnia,Cladocera,Daphnia
2013-04-03,4,SHR,CLD,NA,2013,16.4,0.83,116,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,14,41.02,41.018,Alona sp.,Cladocera,Alona
2013-04-03,4,SHR,CLD,NA,2013,16.4,0.83,116,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,56,164.079,164.07,Bosmina longirostris,Cladocera,Bosmina
2013-04-03,4,SHR,CLD,NA,2013,16.4,0.83,116,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,3,8.79,8.789,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-04-03,4,SHR,CLD,NA,2013,16.4,0.83,116,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,52,152.359,152.351,Chydorus sp.,Cladocera,Chydorus
2013-04-03,4,SHR,CLD,NA,2013,16.4,0.83,116,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,7,20.51,20.509,Daphnia,Cladocera,Daphnia
